symbol,interval,open_time,open,high,low,close,volume,close_time,is_closed
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84716.02000000,84737.50000000,1.04209000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84712.78000000,84712.78000000,1.48993000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84712.78000000,84712.78000000,1.60334000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84709.84000000,84709.84000000,1.94051000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84695.65000000,84711.26000000,3.32043000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84695.65000000,84721.97000000,3.42357000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84695.65000000,84707.54000000,4.19060000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84687.99000000,84687.99000000,5.68829000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84674.01000000,84674.01000000,6.23106000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84642.00000000,84658.24000000,8.55243000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84642.00000000,84669.04000000,8.83575000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84642.00000000,84669.03000000,8.86476000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84642.00000000,84663.84000000,10.00084000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84642.00000000,84663.83000000,10.58901000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84642.00000000,84656.09000000,10.69830000,2025-04-14 18:27:59.999000,False
BTCUSDT,1m,2025-04-14 18:27:00,84716.02000000,84744.28000000,84642.00000000,84656.08000000,10.72850000,2025-04-14 18:27:59.999000,False
